id,nom_produit,quantite_vendue,prix_unitaire,chiffre_affaires,date_vente,Mois
700,Produit_A,84,69.73,5857.32,2023-11-16 11:28:21.152579,2023-11
701,Produit_E,15,71.15,1067.25,2024-07-17 11:28:21.152589,2024-07
702,Produit_A,7,47.05,329.35,2024-07-28 11:28:21.152598,2024-07
703,Produit_C,33,22.34,737.22,2024-04-22 11:28:21.152607,2024-04
704,Produit_D,55,41.73,2295.15,2024-01-24 11:28:21.152617,2024-01
705,Produit_B,76,15.06,1144.56,2024-03-23 11:28:21.152627,2024-03
706,Produit_E,69,139.11,9598.59,2023-10-25 11:28:21.152636,2023-10
707,Produit_E,16,69.46,1111.36,2024-03-31 11:28:21.152645,2024-03
708,Produit_B,25,53.6,1340.0,2024-06-28 11:28:21.152655,2024-06
709,Produit_C,72,109.63,7893.36,2024-09-19 11:28:21.152664,2024-09
710,Produit_E,20,30.73,614.6,2024-10-05 11:28:21.152673,2024-10
711,Produit_D,77,114.59,8823.43,2024-08-02 11:28:21.152683,2024-08
712,Produit_B,3,36.57,109.71,2024-04-05 11:28:21.152693,2024-04
713,Produit_D,29,21.78,631.62,2024-04-04 11:28:21.152702,2024-04
714,Produit_E,87,60.04,5223.48,2023-12-30 11:28:21.152711,2023-12
715,Produit_C,20,158.89,3177.8,2023-11-12 11:28:21.152720,2023-11
716,Produit_E,94,119.39,11222.66,2023-12-10 11:28:21.152730,2023-12
717,Produit_B,85,62.35,5299.75,2024-03-06 11:28:21.152744,2024-03
718,Produit_E,33,21.13,697.29,2024-02-01 11:28:21.152754,2024-02
719,Produit_D,17,131.78,2240.26,2024-07-27 11:28:21.152767,2024-07
720,Produit_B,33,129.68,4279.44,2024-03-04 11:28:21.152777,2024-03
721,Produit_A,86,67.96,5844.56,2024-02-19 11:28:21.152786,2024-02
722,Produit_B,39,82.11,3202.29,2024-09-23 11:28:21.152796,2024-09
723,Produit_C,54,28.56,1542.24,2024-04-21 11:28:21.152805,2024-04
724,Produit_B,64,93.64,5992.96,2023-11-21 11:28:21.152815,2023-11
725,Produit_C,96,45.71,4388.16,2024-03-11 11:28:21.152824,2024-03
726,Produit_C,99,185.49,18363.51,2024-06-16 11:28:21.152833,2024-06
727,Produit_B,98,167.16,16381.68,2024-06-16 11:28:21.152843,2024-06
728,Produit_B,43,131.22,5642.46,2023-12-04 11:28:21.152856,2023-12
729,Produit_D,93,49.06,4562.58,2024-05-22 11:28:21.152867,2024-05
730,Produit_A,82,196.2,16088.4,2023-12-12 11:28:21.152876,2023-12
731,Produit_A,45,70.88,3189.6,2023-12-10 11:28:21.152886,2023-12
732,Produit_B,50,60.75,3037.5,2024-06-28 11:28:21.152895,2024-06
733,Produit_E,47,129.37,6080.39,2024-06-02 11:28:21.152905,2024-06
734,Produit_B,94,58.53,5501.82,2023-12-17 11:28:21.152914,2023-12
735,Produit_C,36,89.27,3213.72,2024-02-15 11:28:21.152923,2024-02
736,Produit_D,65,172.37,11204.05,2024-03-01 11:28:21.152933,2024-03
737,Produit_B,37,195.3,7226.1,2024-08-13 11:28:21.152942,2024-08
738,Produit_B,53,120.68,6396.04,2024-05-24 11:28:21.152951,2024-05
739,Produit_A,77,151.03,11629.31,2024-10-06 11:28:21.152961,2024-10
740,Produit_E,26,168.1,4370.6,2024-02-13 11:28:21.152971,2024-02
741,Produit_C,35,164.86,5770.1,2024-06-17 11:28:21.152982,2024-06
742,Produit_E,22,169.08,3719.76,2024-06-22 11:28:21.152998,2024-06
743,Produit_D,19,162.35,3084.65,2024-06-03 11:28:21.153016,2024-06
744,Produit_B,76,151.86,11541.36,2024-07-15 11:28:21.153034,2024-07
745,Produit_E,73,194.7,14213.1,2024-07-22 11:28:21.153050,2024-07
746,Produit_A,57,85.57,4877.49,2024-01-12 11:28:21.153066,2024-01
747,Produit_D,62,12.52,776.24,2024-02-19 11:28:21.153084,2024-02
748,Produit_E,46,135.51,6233.46,2024-07-19 11:28:21.153101,2024-07
749,Produit_A,16,79.97,1279.52,2024-06-19 11:28:21.153119,2024-06
750,Produit_D,77,124.54,9589.58,2024-06-05 11:28:21.153136,2024-06
751,Produit_B,48,128.03,6145.44,2024-07-14 11:28:21.153152,2024-07
752,Produit_A,50,65.62,3281.0,2024-08-05 11:28:21.153169,2024-08
753,Produit_B,10,82.56,825.6,2024-07-08 11:28:21.153185,2024-07
754,Produit_D,85,67.34,5723.9,2023-10-23 11:28:21.153201,2023-10
755,Produit_A,38,106.65,4052.7,2024-03-03 11:28:21.153219,2024-03
756,Produit_D,11,15.94,175.34,2024-04-17 11:28:21.153235,2024-04
757,Produit_D,59,46.34,2734.06,2024-01-19 11:28:21.153252,2024-01
758,Produit_A,14,82.77,1158.78,2024-01-31 11:28:21.153270,2024-01
759,Produit_D,66,179.93,11875.38,2024-03-19 11:28:21.153288,2024-03
760,Produit_D,82,163.43,13401.26,2024-06-01 11:28:21.153312,2024-06
761,Produit_E,25,174.43,4360.75,2024-01-29 11:28:21.153331,2024-01
762,Produit_E,10,105.26,1052.6,2024-01-29 11:28:21.153356,2024-01
763,Produit_E,83,55.64,4618.12,2024-08-06 11:28:21.153375,2024-08
764,Produit_D,19,28.92,549.48,2023-11-16 11:28:21.153392,2023-11
765,Produit_D,77,198.24,15264.48,2024-04-05 11:28:21.153409,2024-04
766,Produit_A,20,180.38,3607.6,2024-07-12 11:28:21.153428,2024-07
767,Produit_E,64,49.31,3155.84,2024-09-09 11:28:21.153444,2024-09
768,Produit_C,60,87.58,5254.8,2024-03-26 11:28:21.153462,2024-03
769,Produit_B,86,180.74,15543.64,2024-06-02 11:28:21.153478,2024-06
770,Produit_E,7,196.91,1378.37,2024-03-13 11:28:21.153496,2024-03
771,Produit_C,72,22.18,1596.96,2024-06-03 11:28:21.153513,2024-06
772,Produit_A,57,99.94,5696.58,2023-12-16 11:28:21.153530,2023-12
773,Produit_B,40,103.62,4144.8,2024-02-21 11:28:21.153548,2024-02
774,Produit_E,34,167.06,5680.04,2024-09-27 11:28:21.153564,2024-09
775,Produit_D,93,66.21,6157.53,2024-06-05 11:28:21.153581,2024-06
776,Produit_C,75,149.02,11176.5,2024-08-11 11:28:21.153598,2024-08
777,Produit_E,22,12.51,275.22,2024-08-28 11:28:21.153615,2024-08
778,Produit_A,59,103.65,6115.35,2024-01-03 11:28:21.153632,2024-01
779,Produit_C,45,14.04,631.8,2024-08-20 11:28:21.153649,2024-08
780,Produit_E,5,178.31,891.55,2024-08-28 11:28:21.153666,2024-08
781,Produit_B,10,65.69,656.9,2024-03-21 11:28:21.153683,2024-03
782,Produit_E,65,19.63,1275.95,2024-04-30 11:28:21.153700,2024-04
783,Produit_B,19,124.77,2370.63,2024-02-26 11:28:21.153717,2024-02
784,Produit_C,14,30.94,433.16,2024-03-08 11:28:21.153736,2024-03
785,Produit_B,20,72.77,1455.4,2023-12-22 11:28:21.153753,2023-12
786,Produit_B,31,22.76,705.56,2023-12-27 11:28:21.153771,2023-12
787,Produit_A,12,61.58,738.96,2024-01-23 11:28:21.153789,2024-01
788,Produit_E,10,55.95,559.5,2023-11-27 11:28:21.153808,2023-11
789,Produit_B,45,32.42,1458.9,2024-03-26 11:28:21.153826,2024-03
790,Produit_A,99,166.75,16508.25,2024-09-20 11:28:21.153843,2024-09
791,Produit_D,80,171.56,13724.8,2024-08-22 11:28:21.153860,2024-08
792,Produit_C,6,21.91,131.46,2024-07-17 11:28:21.153883,2024-07
793,Produit_A,94,157.71,14824.74,2024-10-03 11:28:21.153902,2024-10
794,Produit_E,54,161.95,8745.3,2024-01-19 11:28:21.153919,2024-01
795,Produit_B,19,184.41,3503.79,2023-11-23 11:28:21.153929,2023-11
796,Produit_A,52,124.59,6478.68,2024-04-15 11:28:21.153937,2024-04
797,Produit_B,86,138.81,11937.66,2024-04-18 11:28:21.153945,2024-04
798,Produit_A,88,137.46,12096.48,2024-08-24 11:28:21.153953,2024-08
799,Produit_E,66,112.16,7402.56,2024-01-13 11:28:21.153962,2024-01
800,Produit_B,16,182.98,2927.68,2024-02-01 11:28:21.153970,2024-02
801,Produit_E,94,88.43,8312.42,2024-09-13 11:28:21.153978,2024-09
802,Produit_E,67,102.48,6866.16,2024-03-17 11:28:21.153989,2024-03
803,Produit_A,72,190.45,13712.4,2024-09-19 11:28:21.153998,2024-09
804,Produit_A,91,170.57,15521.87,2024-05-19 11:28:21.154010,2024-05
805,Produit_B,84,91.84,7714.56,2024-06-12 11:28:21.154018,2024-06
806,Produit_D,52,118.83,6179.16,2024-06-30 11:28:21.154026,2024-06
807,Produit_E,12,118.26,1419.12,2023-12-23 11:28:21.154034,2023-12
808,Produit_D,18,64.13,1154.34,2024-07-04 11:28:21.154041,2024-07
809,Produit_E,94,72.61,6825.34,2024-03-28 11:28:21.154049,2024-03
810,Produit_E,56,18.4,1030.4,2024-06-22 11:28:21.154057,2024-06
811,Produit_B,33,23.31,769.23,2024-03-06 11:28:21.154065,2024-03
812,Produit_D,96,109.78,10538.88,2023-11-21 11:28:21.154073,2023-11
813,Produit_C,47,187.19,8797.93,2024-01-25 11:28:21.154081,2024-01
814,Produit_D,6,167.62,1005.72,2024-06-02 11:28:21.154089,2024-06
815,Produit_D,35,22.87,800.45,2024-09-01 11:28:21.154097,2024-09
816,Produit_A,65,149.74,9733.1,2024-09-27 11:28:21.154104,2024-09
817,Produit_D,58,134.72,7813.76,2024-02-16 11:28:21.154112,2024-02
818,Produit_B,85,163.61,13906.85,2024-04-05 11:28:21.154120,2024-04
819,Produit_A,73,63.27,4618.71,2023-12-28 11:28:21.154128,2023-12
820,Produit_C,19,102.3,1943.7,2024-05-29 11:28:21.154135,2024-05
821,Produit_B,88,174.12,15322.56,2024-06-22 11:28:21.154144,2024-06
822,Produit_A,31,175.99,5455.69,2024-08-13 11:28:21.154151,2024-08
823,Produit_E,54,40.4,2181.6,2024-04-26 11:28:21.154159,2024-04
824,Produit_E,84,126.2,10600.8,2024-03-06 11:28:21.154167,2024-03
825,Produit_E,20,123.32,2466.4,2024-05-15 11:28:21.154175,2024-05
826,Produit_E,65,181.46,11794.9,2024-09-02 11:28:21.154183,2024-09
827,Produit_D,15,128.29,1924.35,2023-11-02 11:28:21.154190,2023-11
828,Produit_C,9,10.53,94.77,2024-10-15 11:28:21.154198,2024-10
829,Produit_E,88,142.46,12536.48,2024-01-07 11:28:21.154205,2024-01
830,Produit_D,39,176.35,6877.65,2024-05-11 11:28:21.154213,2024-05
831,Produit_C,21,77.6,1629.6,2024-07-10 11:28:21.154221,2024-07
832,Produit_D,58,54.65,3169.7,2023-12-08 11:28:21.154228,2023-12
833,Produit_D,94,176.32,16574.08,2023-11-30 11:28:21.154236,2023-11
834,Produit_E,26,50.64,1316.64,2024-07-31 11:28:21.154243,2024-07
835,Produit_E,53,64.32,3408.96,2024-04-08 11:28:21.154251,2024-04
836,Produit_A,45,165.2,7434.0,2023-12-20 11:28:21.154259,2023-12
837,Produit_A,45,85.87,3864.15,2024-04-19 11:28:21.154267,2024-04
838,Produit_E,33,95.53,3152.49,2024-04-06 11:28:21.154275,2024-04
839,Produit_E,25,109.65,2741.25,2024-04-18 11:28:21.154283,2024-04
840,Produit_C,45,71.56,3220.2,2024-05-13 11:28:21.154295,2024-05
841,Produit_A,91,104.61,9519.51,2024-06-16 11:28:21.154312,2024-06
842,Produit_D,11,149.66,1646.26,2023-11-01 11:28:21.154328,2023-11
843,Produit_D,66,111.1,7332.6,2024-06-21 11:28:21.154346,2024-06
844,Produit_E,70,94.95,6646.5,2024-10-03 11:28:21.154369,2024-10
845,Produit_D,19,79.94,1518.86,2024-02-17 11:28:21.154387,2024-02
846,Produit_A,18,153.71,2766.78,2023-10-20 11:28:21.154409,2023-10
847,Produit_A,47,126.74,5956.78,2024-09-02 11:28:21.154426,2024-09
848,Produit_E,65,19.23,1249.95,2024-10-18 11:28:21.154444,2024-10
849,Produit_B,43,165.79,7128.97,2024-09-28 11:28:21.154463,2024-09
850,Produit_B,76,50.45,3834.2,2023-11-11 11:28:21.154479,2023-11
851,Produit_E,86,183.79,15805.94,2024-01-13 11:28:21.154498,2024-01
852,Produit_A,79,51.93,4102.47,2024-09-11 11:28:21.154516,2024-09
853,Produit_E,84,109.71,9215.64,2024-05-04 11:28:21.154534,2024-05
854,Produit_C,6,11.98,71.88,2024-02-18 11:28:21.154551,2024-02
855,Produit_C,80,59.37,4749.6,2024-04-07 11:28:21.154568,2024-04
856,Produit_D,9,113.55,1021.95,2023-10-25 11:28:21.154591,2023-10
857,Produit_C,82,79.7,6535.4,2023-11-23 11:28:21.154609,2023-11
858,Produit_D,39,146.48,5712.72,2023-10-28 11:28:21.154627,2023-10
859,Produit_B,81,194.71,15771.51,2024-04-04 11:28:21.154644,2024-04
860,Produit_B,66,54.26,3581.16,2023-11-08 11:28:21.154661,2023-11
861,Produit_C,38,182.61,6939.18,2024-06-25 11:28:21.154678,2024-06
862,Produit_B,10,106.05,1060.5,2024-01-15 11:28:21.154690,2024-01
863,Produit_B,25,78.04,1951.0,2024-03-08 11:28:21.154699,2024-03
864,Produit_D,1,108.52,108.52,2024-10-08 11:28:21.154707,2024-10
865,Produit_B,30,175.21,5256.3,2023-12-17 11:28:21.154715,2023-12
866,Produit_D,75,116.74,8755.5,2023-11-09 11:28:21.154723,2023-11
867,Produit_A,33,53.31,1759.23,2024-04-26 11:28:21.154731,2024-04
868,Produit_B,41,97.58,4000.78,2024-10-07 11:28:21.154739,2024-10
869,Produit_E,52,193.47,10060.44,2024-09-15 11:28:21.154747,2024-09
870,Produit_C,97,109.57,10628.29,2023-11-02 11:28:21.154754,2023-11
871,Produit_B,50,64.21,3210.5,2024-04-27 11:28:21.154762,2024-04
872,Produit_D,37,132.19,4891.03,2024-06-09 11:28:21.154770,2024-06
873,Produit_C,95,19.19,1823.05,2024-04-11 11:28:21.154779,2024-04
874,Produit_E,2,78.4,156.8,2024-09-29 11:28:21.154787,2024-09
875,Produit_A,85,88.85,7552.25,2024-05-02 11:28:21.154795,2024-05
876,Produit_C,57,166.8,9507.6,2024-09-30 11:28:21.154803,2024-09
877,Produit_C,27,65.22,1760.94,2024-09-22 11:28:21.154811,2024-09
878,Produit_C,33,144.16,4757.28,2024-04-13 11:28:21.154819,2024-04
879,Produit_D,23,34.42,791.66,2023-12-04 11:28:21.154827,2023-12
880,Produit_A,98,47.83,4687.34,2024-06-22 11:28:21.154835,2024-06
881,Produit_C,83,131.92,10949.36,2024-03-24 11:28:21.154843,2024-03
882,Produit_E,51,14.53,741.03,2023-12-16 11:28:21.154850,2023-12
883,Produit_B,88,107.89,9494.32,2024-07-21 11:28:21.154859,2024-07
884,Produit_D,43,26.93,1157.99,2024-05-11 11:28:21.154868,2024-05
885,Produit_C,57,27.83,1586.31,2024-02-02 11:28:21.154875,2024-02
886,Produit_D,22,110.25,2425.5,2023-10-20 11:28:21.154883,2023-10
887,Produit_B,100,130.44,13044.0,2023-12-01 11:28:21.154895,2023-12
888,Produit_E,21,57.34,1204.14,2023-12-06 11:28:21.154903,2023-12
889,Produit_D,40,145.0,5800.0,2023-12-09 11:28:21.154915,2023-12
890,Produit_C,78,38.65,3014.7,2024-02-20 11:28:21.154924,2024-02
891,Produit_D,76,154.2,11719.2,2024-08-25 11:28:21.154932,2024-08
892,Produit_C,9,196.65,1769.85,2024-03-13 11:28:21.154940,2024-03
893,Produit_C,15,72.83,1092.45,2024-04-17 11:28:21.154948,2024-04
894,Produit_C,32,93.26,2984.32,2023-10-30 11:28:21.154956,2023-10
895,Produit_B,14,75.24,1053.36,2024-05-30 11:28:21.154964,2024-05
896,Produit_A,41,77.33,3170.53,2024-07-24 11:28:21.154972,2024-07
897,Produit_A,15,190.71,2860.65,2023-11-27 11:28:21.154980,2023-11
898,Produit_C,77,195.92,15085.84,2023-11-01 11:28:21.154988,2023-11
899,Produit_A,39,108.99,4250.61,2023-11-29 11:28:21.154996,2023-11
900,Produit_E,3,130.22,390.66,2024-05-19 11:28:21.155005,2024-05
901,Produit_E,81,81.28,6583.68,2024-04-22 11:28:21.155013,2024-04
902,Produit_E,91,95.08,8652.28,2024-06-21 11:28:21.155021,2024-06
903,Produit_C,15,76.52,1147.8,2023-12-23 11:28:21.155029,2023-12
904,Produit_D,84,197.25,16569.0,2023-11-20 11:28:21.155036,2023-11
905,Produit_A,20,62.2,1244.0,2024-03-09 11:28:21.155045,2024-03
906,Produit_B,74,41.78,3091.72,2024-03-26 11:28:21.155053,2024-03
907,Produit_B,71,82.62,5866.02,2024-05-03 11:28:21.155062,2024-05
908,Produit_B,80,73.23,5858.4,2023-10-21 11:28:21.155069,2023-10
909,Produit_A,20,92.53,1850.6,2024-04-09 11:28:21.155077,2024-04
910,Produit_D,82,89.74,7358.68,2024-02-07 11:28:21.155085,2024-02
911,Produit_C,3,101.1,303.3,2024-10-07 11:28:21.155093,2024-10
912,Produit_C,55,111.86,6152.3,2024-02-17 11:28:21.155101,2024-02
913,Produit_D,71,120.13,8529.23,2024-05-06 11:28:21.155109,2024-05
914,Produit_C,38,61.0,2318.0,2023-11-15 11:28:21.155117,2023-11
915,Produit_E,61,131.77,8037.97,2024-05-09 11:28:21.155125,2024-05
916,Produit_E,12,124.61,1495.32,2024-09-06 11:28:21.155133,2024-09
917,Produit_C,81,171.91,13924.71,2024-09-12 11:28:21.155141,2024-09
918,Produit_A,57,187.79,10704.03,2024-04-06 11:28:21.155150,2024-04
919,Produit_B,19,89.37,1698.03,2024-01-07 11:28:21.155162,2024-01
920,Produit_B,78,77.42,6038.76,2024-03-17 11:28:21.155171,2024-03
921,Produit_B,48,138.97,6670.56,2024-08-15 11:28:21.155179,2024-08
922,Produit_A,52,103.66,5390.32,2024-05-27 11:28:21.155187,2024-05
923,Produit_D,23,189.25,4352.75,2024-04-23 11:28:21.155196,2024-04
924,Produit_E,12,157.74,1892.88,2023-11-13 11:28:21.155204,2023-11
925,Produit_A,95,49.5,4702.5,2024-02-14 11:28:21.155212,2024-02
926,Produit_D,38,51.18,1944.84,2024-05-31 11:28:21.155220,2024-05
927,Produit_B,72,69.45,5000.4,2024-01-08 11:28:21.155228,2024-01
928,Produit_D,20,135.23,2704.6,2024-07-17 11:28:21.155236,2024-07
929,Produit_C,71,198.76,14111.96,2024-09-08 11:28:21.155244,2024-09
930,Produit_E,49,104.29,5110.21,2024-06-20 11:28:21.155257,2024-06
931,Produit_A,86,37.63,3236.18,2024-09-27 11:28:21.155270,2024-09
932,Produit_E,77,110.25,8489.25,2023-11-08 11:28:21.155295,2023-11
933,Produit_B,27,78.61,2122.47,2024-06-08 11:28:21.155313,2024-06
934,Produit_C,43,155.38,6681.34,2024-02-18 11:28:21.155329,2024-02
935,Produit_D,26,160.88,4182.88,2024-05-25 11:28:21.155347,2024-05
936,Produit_D,38,27.9,1060.2,2024-08-02 11:28:21.155364,2024-08
937,Produit_E,1,55.52,55.52,2024-06-22 11:28:21.155381,2024-06
938,Produit_A,66,193.88,12796.08,2023-11-25 11:28:21.155397,2023-11
939,Produit_D,15,53.38,800.7,2023-10-27 11:28:21.155415,2023-10
940,Produit_A,56,105.48,5906.88,2024-05-31 11:28:21.155433,2024-05
941,Produit_A,5,157.79,788.95,2024-09-09 11:28:21.155464,2024-09
942,Produit_E,76,158.0,12008.0,2024-09-03 11:28:21.155488,2024-09
943,Produit_C,92,102.98,9474.16,2024-06-23 11:28:21.155511,2024-06
944,Produit_C,58,136.28,7904.24,2023-12-25 11:28:21.155536,2023-12
945,Produit_E,74,101.91,7541.34,2023-12-26 11:28:21.155581,2023-12
946,Produit_B,11,41.48,456.28,2024-01-06 11:28:21.155620,2024-01
947,Produit_C,69,155.89,10756.41,2024-06-26 11:28:21.155661,2024-06
948,Produit_D,10,49.49,494.9,2024-09-24 11:28:21.155704,2024-09
949,Produit_E,80,11.25,900.0,2024-06-21 11:28:21.155733,2024-06
950,Produit_B,52,12.44,646.88,2024-06-04 11:28:21.155750,2024-06
951,Produit_C,17,108.56,1845.52,2023-12-16 11:28:21.155767,2023-12
952,Produit_C,41,62.96,2581.36,2023-11-25 11:28:21.155785,2023-11
953,Produit_A,15,181.74,2726.1,2023-11-19 11:28:21.155803,2023-11
954,Produit_B,35,188.28,6589.8,2024-01-03 11:28:21.155819,2024-01
955,Produit_B,53,187.73,9949.69,2024-03-25 11:28:21.155837,2024-03
956,Produit_E,39,101.51,3958.89,2024-01-06 11:28:21.155854,2024-01
957,Produit_E,20,97.17,1943.4,2024-04-20 11:28:21.155871,2024-04
958,Produit_E,67,45.91,3075.97,2024-10-14 11:28:21.155887,2024-10
959,Produit_D,53,36.81,1950.93,2024-02-26 11:28:21.155905,2024-02
960,Produit_D,25,92.29,2307.25,2023-12-20 11:28:21.155923,2023-12
961,Produit_B,81,33.83,2740.23,2024-01-19 11:28:21.155940,2024-01
962,Produit_D,24,116.24,2789.76,2024-08-18 11:28:21.155957,2024-08
963,Produit_A,89,133.87,11914.43,2023-11-03 11:28:21.155974,2023-11
964,Produit_A,59,59.44,3506.96,2024-01-03 11:28:21.155992,2024-01
965,Produit_B,9,15.89,143.01,2024-06-10 11:28:21.156009,2024-06
966,Produit_B,22,194.66,4282.52,2024-09-08 11:28:21.156026,2024-09
967,Produit_D,6,144.21,865.26,2024-05-09 11:28:21.156044,2024-05
968,Produit_C,9,101.96,917.64,2023-11-29 11:28:21.156061,2023-11
969,Produit_E,58,60.66,3518.28,2023-12-13 11:28:21.156078,2023-12
970,Produit_E,14,102.98,1441.72,2024-01-11 11:28:21.156137,2024-01
971,Produit_E,55,137.02,7536.1,2024-09-20 11:28:21.156163,2024-09
972,Produit_A,65,36.77,2390.05,2024-04-30 11:28:21.156191,2024-04
973,Produit_B,27,78.88,2129.76,2024-10-03 11:28:21.156209,2024-10
974,Produit_E,8,104.41,835.28,2024-06-15 11:28:21.156234,2024-06
975,Produit_E,30,93.58,2807.4,2024-07-08 11:28:21.156252,2024-07
976,Produit_E,34,75.37,2562.58,2024-03-05 11:28:21.156269,2024-03
977,Produit_E,74,85.33,6314.42,2023-11-26 11:28:21.156287,2023-11
978,Produit_A,1,147.03,147.03,2024-07-08 11:28:21.156304,2024-07
979,Produit_A,71,25.11,1782.81,2023-10-19 11:28:21.156322,2023-10
980,Produit_E,99,198.59,19660.41,2023-11-28 11:28:21.156330,2023-11
981,Produit_E,24,178.81,4291.44,2024-08-26 11:28:21.156339,2024-08
982,Produit_D,66,73.11,4825.26,2024-01-08 11:28:21.156347,2024-01
983,Produit_A,5,179.66,898.3,2024-08-17 11:28:21.156357,2024-08
984,Produit_E,81,195.65,15847.65,2024-01-06 11:28:21.156366,2024-01
985,Produit_E,13,126.71,1647.23,2024-05-20 11:28:21.156374,2024-05
986,Produit_E,61,38.88,2371.68,2024-04-02 11:28:21.156382,2024-04
987,Produit_B,95,32.26,3064.7,2023-11-24 11:28:21.156391,2023-11
988,Produit_A,14,167.8,2349.2,2024-06-09 11:28:21.156399,2024-06
989,Produit_B,21,94.76,1989.96,2024-06-27 11:28:21.156408,2024-06
990,Produit_D,94,110.9,10424.6,2024-06-23 11:28:21.156417,2024-06
991,Produit_A,18,87.48,1574.64,2023-10-31 11:28:21.156425,2023-10
992,Produit_D,100,72.98,7298.0,2024-06-01 11:28:21.156434,2024-06
993,Produit_B,64,137.4,8793.6,2024-09-05 11:28:21.156443,2024-09
994,Produit_B,80,89.3,7144.0,2023-10-24 11:28:21.156452,2023-10
995,Produit_D,85,176.68,15017.8,2024-01-09 11:28:21.156460,2024-01
996,Produit_B,22,33.87,745.14,2024-03-13 11:28:21.156468,2024-03
997,Produit_B,6,86.25,517.5,2023-10-24 11:28:21.156476,2023-10
998,Produit_D,95,97.01,9215.95,2024-01-05 11:28:21.156485,2024-01
999,Produit_E,49,94.73,4641.77,2024-05-01 11:28:21.156493,2024-05
1000,Produit_D,8,61.9,495.2,2024-04-13 11:28:21.156502,2024-04
