id,nom_produit,quantite_vendue,prix_unitaire,chiffre_affaires,date_vente
800,Produit_B,16,182.98,2927.68,2024-02-01 11:28:21.153970
801,Produit_E,94,88.43,8312.42,2024-09-13 11:28:21.153978
802,Produit_E,67,102.48,6866.16,2024-03-17 11:28:21.153989
803,Produit_A,72,190.45,13712.4,2024-09-19 11:28:21.153998
804,Produit_A,91,170.57,15521.87,2024-05-19 11:28:21.154010
805,Produit_B,84,91.84,7714.56,2024-06-12 11:28:21.154018
806,Produit_D,52,118.83,6179.16,2024-06-30 11:28:21.154026
807,Produit_E,12,118.26,1419.12,2023-12-23 11:28:21.154034
808,Produit_D,18,64.13,1154.34,2024-07-04 11:28:21.154041
809,Produit_E,94,72.61,6825.34,2024-03-28 11:28:21.154049
810,Produit_E,56,18.4,1030.4,2024-06-22 11:28:21.154057
811,Produit_B,33,23.31,769.23,2024-03-06 11:28:21.154065
812,Produit_D,96,109.78,10538.88,2023-11-21 11:28:21.154073
813,Produit_C,47,187.19,8797.93,2024-01-25 11:28:21.154081
814,Produit_D,6,167.62,1005.72,2024-06-02 11:28:21.154089
815,Produit_D,35,22.87,800.45,2024-09-01 11:28:21.154097
816,Produit_A,65,149.74,9733.1,2024-09-27 11:28:21.154104
817,Produit_D,58,134.72,7813.76,2024-02-16 11:28:21.154112
818,Produit_B,85,163.61,13906.85,2024-04-05 11:28:21.154120
819,Produit_A,73,63.27,4618.71,2023-12-28 11:28:21.154128
820,Produit_C,19,102.3,1943.7,2024-05-29 11:28:21.154135
821,Produit_B,88,174.12,15322.56,2024-06-22 11:28:21.154144
822,Produit_A,31,175.99,5455.69,2024-08-13 11:28:21.154151
823,Produit_E,54,40.4,2181.6,2024-04-26 11:28:21.154159
824,Produit_E,84,126.2,10600.8,2024-03-06 11:28:21.154167
825,Produit_E,20,123.32,2466.4,2024-05-15 11:28:21.154175
826,Produit_E,65,181.46,11794.9,2024-09-02 11:28:21.154183
827,Produit_D,15,128.29,1924.35,2023-11-02 11:28:21.154190
828,Produit_C,9,10.53,94.77,2024-10-15 11:28:21.154198
829,Produit_E,88,142.46,12536.48,2024-01-07 11:28:21.154205
830,Produit_D,39,176.35,6877.65,2024-05-11 11:28:21.154213
831,Produit_C,21,77.6,1629.6,2024-07-10 11:28:21.154221
832,Produit_D,58,54.65,3169.7,2023-12-08 11:28:21.154228
833,Produit_D,94,176.32,16574.08,2023-11-30 11:28:21.154236
834,Produit_E,26,50.64,1316.64,2024-07-31 11:28:21.154243
835,Produit_E,53,64.32,3408.96,2024-04-08 11:28:21.154251
836,Produit_A,45,165.2,7434.0,2023-12-20 11:28:21.154259
837,Produit_A,45,85.87,3864.15,2024-04-19 11:28:21.154267
838,Produit_E,33,95.53,3152.49,2024-04-06 11:28:21.154275
839,Produit_E,25,109.65,2741.25,2024-04-18 11:28:21.154283
840,Produit_C,45,71.56,3220.2,2024-05-13 11:28:21.154295
841,Produit_A,91,104.61,9519.51,2024-06-16 11:28:21.154312
842,Produit_D,11,149.66,1646.26,2023-11-01 11:28:21.154328
843,Produit_D,66,111.1,7332.6,2024-06-21 11:28:21.154346
844,Produit_E,70,94.95,6646.5,2024-10-03 11:28:21.154369
845,Produit_D,19,79.94,1518.86,2024-02-17 11:28:21.154387
846,Produit_A,18,153.71,2766.78,2023-10-20 11:28:21.154409
847,Produit_A,47,126.74,5956.78,2024-09-02 11:28:21.154426
848,Produit_E,65,19.23,1249.95,2024-10-18 11:28:21.154444
849,Produit_B,43,165.79,7128.97,2024-09-28 11:28:21.154463
850,Produit_B,76,50.45,3834.2,2023-11-11 11:28:21.154479
851,Produit_E,86,183.79,15805.94,2024-01-13 11:28:21.154498
852,Produit_A,79,51.93,4102.47,2024-09-11 11:28:21.154516
853,Produit_E,84,109.71,9215.64,2024-05-04 11:28:21.154534
854,Produit_C,6,11.98,71.88,2024-02-18 11:28:21.154551
855,Produit_C,80,59.37,4749.6,2024-04-07 11:28:21.154568
856,Produit_D,9,113.55,1021.95,2023-10-25 11:28:21.154591
857,Produit_C,82,79.7,6535.4,2023-11-23 11:28:21.154609
858,Produit_D,39,146.48,5712.72,2023-10-28 11:28:21.154627
859,Produit_B,81,194.71,15771.51,2024-04-04 11:28:21.154644
860,Produit_B,66,54.26,3581.16,2023-11-08 11:28:21.154661
861,Produit_C,38,182.61,6939.18,2024-06-25 11:28:21.154678
862,Produit_B,10,106.05,1060.5,2024-01-15 11:28:21.154690
863,Produit_B,25,78.04,1951.0,2024-03-08 11:28:21.154699
864,Produit_D,1,108.52,108.52,2024-10-08 11:28:21.154707
865,Produit_B,30,175.21,5256.3,2023-12-17 11:28:21.154715
866,Produit_D,75,116.74,8755.5,2023-11-09 11:28:21.154723
867,Produit_A,33,53.31,1759.23,2024-04-26 11:28:21.154731
868,Produit_B,41,97.58,4000.78,2024-10-07 11:28:21.154739
869,Produit_E,52,193.47,10060.44,2024-09-15 11:28:21.154747
870,Produit_C,97,109.57,10628.29,2023-11-02 11:28:21.154754
871,Produit_B,50,64.21,3210.5,2024-04-27 11:28:21.154762
872,Produit_D,37,132.19,4891.03,2024-06-09 11:28:21.154770
873,Produit_C,95,19.19,1823.05,2024-04-11 11:28:21.154779
874,Produit_E,2,78.4,156.8,2024-09-29 11:28:21.154787
875,Produit_A,85,88.85,7552.25,2024-05-02 11:28:21.154795
876,Produit_C,57,166.8,9507.6,2024-09-30 11:28:21.154803
877,Produit_C,27,65.22,1760.94,2024-09-22 11:28:21.154811
878,Produit_C,33,144.16,4757.28,2024-04-13 11:28:21.154819
879,Produit_D,23,34.42,791.66,2023-12-04 11:28:21.154827
880,Produit_A,98,47.83,4687.34,2024-06-22 11:28:21.154835
881,Produit_C,83,131.92,10949.36,2024-03-24 11:28:21.154843
882,Produit_E,51,14.53,741.03,2023-12-16 11:28:21.154850
883,Produit_B,88,107.89,9494.32,2024-07-21 11:28:21.154859
884,Produit_D,43,26.93,1157.99,2024-05-11 11:28:21.154868
885,Produit_C,57,27.83,1586.31,2024-02-02 11:28:21.154875
886,Produit_D,22,110.25,2425.5,2023-10-20 11:28:21.154883
887,Produit_B,100,130.44,13044.0,2023-12-01 11:28:21.154895
888,Produit_E,21,57.34,1204.14,2023-12-06 11:28:21.154903
889,Produit_D,40,145.0,5800.0,2023-12-09 11:28:21.154915
890,Produit_C,78,38.65,3014.7,2024-02-20 11:28:21.154924
891,Produit_D,76,154.2,11719.2,2024-08-25 11:28:21.154932
892,Produit_C,9,196.65,1769.85,2024-03-13 11:28:21.154940
893,Produit_C,15,72.83,1092.45,2024-04-17 11:28:21.154948
894,Produit_C,32,93.26,2984.32,2023-10-30 11:28:21.154956
895,Produit_B,14,75.24,1053.36,2024-05-30 11:28:21.154964
896,Produit_A,41,77.33,3170.53,2024-07-24 11:28:21.154972
897,Produit_A,15,190.71,2860.65,2023-11-27 11:28:21.154980
898,Produit_C,77,195.92,15085.84,2023-11-01 11:28:21.154988
899,Produit_A,39,108.99,4250.61,2023-11-29 11:28:21.154996
900,Produit_E,3,130.22,390.66,2024-05-19 11:28:21.155005
901,Produit_E,81,81.28,6583.68,2024-04-22 11:28:21.155013
902,Produit_E,91,95.08,8652.28,2024-06-21 11:28:21.155021
903,Produit_C,15,76.52,1147.8,2023-12-23 11:28:21.155029
904,Produit_D,84,197.25,16569.0,2023-11-20 11:28:21.155036
905,Produit_A,20,62.2,1244.0,2024-03-09 11:28:21.155045
906,Produit_B,74,41.78,3091.72,2024-03-26 11:28:21.155053
907,Produit_B,71,82.62,5866.02,2024-05-03 11:28:21.155062
908,Produit_B,80,73.23,5858.4,2023-10-21 11:28:21.155069
909,Produit_A,20,92.53,1850.6,2024-04-09 11:28:21.155077
910,Produit_D,82,89.74,7358.68,2024-02-07 11:28:21.155085
911,Produit_C,3,101.1,303.3,2024-10-07 11:28:21.155093
912,Produit_C,55,111.86,6152.3,2024-02-17 11:28:21.155101
913,Produit_D,71,120.13,8529.23,2024-05-06 11:28:21.155109
914,Produit_C,38,61.0,2318.0,2023-11-15 11:28:21.155117
915,Produit_E,61,131.77,8037.97,2024-05-09 11:28:21.155125
916,Produit_E,12,124.61,1495.32,2024-09-06 11:28:21.155133
917,Produit_C,81,171.91,13924.71,2024-09-12 11:28:21.155141
918,Produit_A,57,187.79,10704.03,2024-04-06 11:28:21.155150
919,Produit_B,19,89.37,1698.03,2024-01-07 11:28:21.155162
920,Produit_B,78,77.42,6038.76,2024-03-17 11:28:21.155171
921,Produit_B,48,138.97,6670.56,2024-08-15 11:28:21.155179
922,Produit_A,52,103.66,5390.32,2024-05-27 11:28:21.155187
923,Produit_D,23,189.25,4352.75,2024-04-23 11:28:21.155196
924,Produit_E,12,157.74,1892.88,2023-11-13 11:28:21.155204
925,Produit_A,95,49.5,4702.5,2024-02-14 11:28:21.155212
926,Produit_D,38,51.18,1944.84,2024-05-31 11:28:21.155220
927,Produit_B,72,69.45,5000.4,2024-01-08 11:28:21.155228
928,Produit_D,20,135.23,2704.6,2024-07-17 11:28:21.155236
929,Produit_C,71,198.76,14111.96,2024-09-08 11:28:21.155244
930,Produit_E,49,104.29,5110.21,2024-06-20 11:28:21.155257
931,Produit_A,86,37.63,3236.18,2024-09-27 11:28:21.155270
932,Produit_E,77,110.25,8489.25,2023-11-08 11:28:21.155295
933,Produit_B,27,78.61,2122.47,2024-06-08 11:28:21.155313
934,Produit_C,43,155.38,6681.34,2024-02-18 11:28:21.155329
935,Produit_D,26,160.88,4182.88,2024-05-25 11:28:21.155347
936,Produit_D,38,27.9,1060.2,2024-08-02 11:28:21.155364
937,Produit_E,1,55.52,55.52,2024-06-22 11:28:21.155381
938,Produit_A,66,193.88,12796.08,2023-11-25 11:28:21.155397
939,Produit_D,15,53.38,800.7,2023-10-27 11:28:21.155415
940,Produit_A,56,105.48,5906.88,2024-05-31 11:28:21.155433
941,Produit_A,5,157.79,788.95,2024-09-09 11:28:21.155464
942,Produit_E,76,158.0,12008.0,2024-09-03 11:28:21.155488
943,Produit_C,92,102.98,9474.16,2024-06-23 11:28:21.155511
944,Produit_C,58,136.28,7904.24,2023-12-25 11:28:21.155536
945,Produit_E,74,101.91,7541.34,2023-12-26 11:28:21.155581
946,Produit_B,11,41.48,456.28,2024-01-06 11:28:21.155620
947,Produit_C,69,155.89,10756.41,2024-06-26 11:28:21.155661
948,Produit_D,10,49.49,494.9,2024-09-24 11:28:21.155704
949,Produit_E,80,11.25,900.0,2024-06-21 11:28:21.155733
950,Produit_B,52,12.44,646.88,2024-06-04 11:28:21.155750
951,Produit_C,17,108.56,1845.52,2023-12-16 11:28:21.155767
952,Produit_C,41,62.96,2581.36,2023-11-25 11:28:21.155785
953,Produit_A,15,181.74,2726.1,2023-11-19 11:28:21.155803
954,Produit_B,35,188.28,6589.8,2024-01-03 11:28:21.155819
955,Produit_B,53,187.73,9949.69,2024-03-25 11:28:21.155837
956,Produit_E,39,101.51,3958.89,2024-01-06 11:28:21.155854
957,Produit_E,20,97.17,1943.4,2024-04-20 11:28:21.155871
958,Produit_E,67,45.91,3075.97,2024-10-14 11:28:21.155887
959,Produit_D,53,36.81,1950.93,2024-02-26 11:28:21.155905
960,Produit_D,25,92.29,2307.25,2023-12-20 11:28:21.155923
961,Produit_B,81,33.83,2740.23,2024-01-19 11:28:21.155940
962,Produit_D,24,116.24,2789.76,2024-08-18 11:28:21.155957
963,Produit_A,89,133.87,11914.43,2023-11-03 11:28:21.155974
964,Produit_A,59,59.44,3506.96,2024-01-03 11:28:21.155992
965,Produit_B,9,15.89,143.01,2024-06-10 11:28:21.156009
966,Produit_B,22,194.66,4282.52,2024-09-08 11:28:21.156026
967,Produit_D,6,144.21,865.26,2024-05-09 11:28:21.156044
968,Produit_C,9,101.96,917.64,2023-11-29 11:28:21.156061
969,Produit_E,58,60.66,3518.28,2023-12-13 11:28:21.156078
970,Produit_E,14,102.98,1441.72,2024-01-11 11:28:21.156137
971,Produit_E,55,137.02,7536.1,2024-09-20 11:28:21.156163
972,Produit_A,65,36.77,2390.05,2024-04-30 11:28:21.156191
973,Produit_B,27,78.88,2129.76,2024-10-03 11:28:21.156209
974,Produit_E,8,104.41,835.28,2024-06-15 11:28:21.156234
975,Produit_E,30,93.58,2807.4,2024-07-08 11:28:21.156252
976,Produit_E,34,75.37,2562.58,2024-03-05 11:28:21.156269
977,Produit_E,74,85.33,6314.42,2023-11-26 11:28:21.156287
978,Produit_A,1,147.03,147.03,2024-07-08 11:28:21.156304
979,Produit_A,71,25.11,1782.81,2023-10-19 11:28:21.156322
980,Produit_E,99,198.59,19660.41,2023-11-28 11:28:21.156330
981,Produit_E,24,178.81,4291.44,2024-08-26 11:28:21.156339
982,Produit_D,66,73.11,4825.26,2024-01-08 11:28:21.156347
983,Produit_A,5,179.66,898.3,2024-08-17 11:28:21.156357
984,Produit_E,81,195.65,15847.65,2024-01-06 11:28:21.156366
985,Produit_E,13,126.71,1647.23,2024-05-20 11:28:21.156374
986,Produit_E,61,38.88,2371.68,2024-04-02 11:28:21.156382
987,Produit_B,95,32.26,3064.7,2023-11-24 11:28:21.156391
988,Produit_A,14,167.8,2349.2,2024-06-09 11:28:21.156399
989,Produit_B,21,94.76,1989.96,2024-06-27 11:28:21.156408
990,Produit_D,94,110.9,10424.6,2024-06-23 11:28:21.156417
991,Produit_A,18,87.48,1574.64,2023-10-31 11:28:21.156425
992,Produit_D,100,72.98,7298.0,2024-06-01 11:28:21.156434
993,Produit_B,64,137.4,8793.6,2024-09-05 11:28:21.156443
994,Produit_B,80,89.3,7144.0,2023-10-24 11:28:21.156452
995,Produit_D,85,176.68,15017.8,2024-01-09 11:28:21.156460
996,Produit_B,22,33.87,745.14,2024-03-13 11:28:21.156468
997,Produit_B,6,86.25,517.5,2023-10-24 11:28:21.156476
998,Produit_D,95,97.01,9215.95,2024-01-05 11:28:21.156485
999,Produit_E,49,94.73,4641.77,2024-05-01 11:28:21.156493
1000,Produit_D,8,61.9,495.2,2024-04-13 11:28:21.156502
